site,country,inscription date,is the site in danger,removal date,latitude,longitude,area,category,transboundary
Historic Villages of Shirakawa-go and Gokayama,Japan,1995,No,,36.4,136.8833333,68.0,Cultural,No
"The Four Lifts on the Canal du Centre and their Environs, La Louvière and Le Roeulx (Hainaut)",Belgium,1998,No,,50.48111,4.13722,67.3436,Cultural,No
Historic Centre of São Luís,Brazil,1997,No,,-2.530054,-44.303369,66.65,Cultural,No
Victorian Gothic and Art Deco Ensembles of Mumbai,India,2018,No,,18.9298056,72.8300833,66.34,Cultural,No
Medieval City of Rhodes,Greece,1988,No,,36.44722,28.22778,65.85,Cultural,No
"Arles, Roman and Romanesque Monuments",France,1981,No,,43.6776389,4.6306944,65.0,Cultural,No
Old City of Acre,Israel,2001,No,,32.9216667,35.0688889,63.3,Cultural,No
Bahá’i Holy Places in Haifa and the Western Galilee,Israel,2008,No,,32.8293967,34.9716489,62.58,Cultural,No
Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,Czech Republic,1995,No,,49.95,15.2666667,62.437,Cultural,No
"Historic Ensemble of the Potala Palace, Lhasa",China,1994,No,,29.65792,91.11717,60.5,Cultural,No
San Cristóbal de La Laguna,Spain,1999,No,,28.4778889,-16.3117778,60.38,Cultural,No
Flemish Béguinages,Belgium,1998,No,,51.0309722,4.47375,59.95,Cultural,No
Royal Hill of Ambohimanga,Madagascar,2001,No,,-18.75917,47.56278,59.0,Cultural,No
Historic Centres of Berat and Gjirokastra,Albania,2005,No,,40.0741667,20.1408333,58.9,Cultural,No
Twyfelfontein or /Ui-//aes,Namibia,2007,No,,-20.5955833,14.3725833,57.4269,Cultural,No
Archaeological Site of Panamá Viejo and Historic District of Panamá,Panama,1997,No,,8.9511111,-79.5405556,57.4,Cultural,No
Medina of Essaouira (formerly Mogador),Morocco,2001,No,,31.5141111,-9.7703056,56.7,Cultural,No
City of Valletta,Malta,1980,No,,35.90056,14.51444,55.5,Cultural,No
"Sansa, Buddhist Mountain Monasteries in Korea",Korea,2018,No,,36.5419444,127.8333333,55.43,Cultural,No
San Marino Historic Centre and Mount Titano,San Marino,2008,No,,43.9327778,12.4519444,55.0,Cultural,No
Gusuku Sites and Related Properties of the Kingdom of Ryukyu,Japan,2000,No,,26.2086111,127.6827778,54.9,Cultural,No
Kasbah of Algiers,Algeria,1992,No,,36.78333,3.06028,54.7,Cultural,No
Archaeological Site of Mystras,Greece,1989,No,,37.08056,22.36667,54.43,Cultural,No
Historic Centre of Santa Cruz de Mompox,Colombia,1995,No,,9.240492,-74.423084,54.05,Cultural,No
Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,Israel,2012,No,,32.6686111,34.9680556,54.0,Cultural,No
Historic Centre of Camagüey,Cuba,2008,No,,21.3786111,-77.9186111,54.0,Cultural,No
Rock Art of Alta,Norway,1985,No,,69.95,23.18333,53.59,Cultural,No
"Ivrea, industrial city of the 20th century",Italy,2018,No,,45.4575,7.8691667,52.37,Cultural,No
The Porticoes of Bologna,Italy,2021,No,,44.4913889,11.3327778,52.18,Cultural,No
Tipasa,Algeria,1982,No,2006.0,36.55,2.3833333,52.16,Cultural,No
Ancient Villages in Southern Anhui – Xidi and Hongcun,China,2000,No,,29.9044444,117.9875,52.0,Cultural,No
Historic Centre of Český Krumlov,Czech Republic,1992,No,,48.8106944,14.3150278,51.91,Cultural,No
"Gochang, Hwasun and Ganghwa Dolmen Sites",Korea,2000,No,,34.96667,126.92917,51.65,Cultural,No
Archaeological Site of Delphi,Greece,1987,No,,38.48149,22.49617,51.04,Cultural,No
Viking-Age Ring Fortresses,Denmark,2023,No,,56.9952778,9.2547222,51.0,Cultural,No
Shrines and Temples of Nikko,Japan,1999,No,,36.7475,139.6105556,50.8,Cultural,No
Old City of Salamanca,Spain,1988,No,,40.96525,-5.6645,50.78,Cultural,No
Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol,Pakistan,1980,No,,34.3208333,71.9458333,50.73,Cultural,No
Stevns Klint,Denmark,2014,No,,55.2672222,12.4233333,50.0,Natural,No
Red Fort Complex,India,2007,No,,28.6555556,77.2408333,49.1815,Cultural,No
Stećci Medieval Tombstone Graveyards,Bosnia and Herzegovina,2016,No,,43.0922139,17.9240528,49.15,Cultural,Yes
Stećci Medieval Tombstone Graveyards,Croatia,2016,No,,43.0922139,17.9240528,49.15,Cultural,Yes
Stećci Medieval Tombstone Graveyards,Serbia,2016,No,,43.0922139,17.9240528,49.15,Cultural,Yes
Stećci Medieval Tombstone Graveyards,Montenegro,2016,No,,43.0922139,17.9240528,49.15,Cultural,Yes
Singapore Botanic Gardens,Singapore,2015,No,,1.3152778,103.8161111,49.0,Cultural,No
"Harar Jugol, the Fortified Historic Town",Ethiopia,2006,No,,9.3088889,42.1377778,48.0,Cultural,No
Medieval Town of Toruń,Poland,1997,No,,53.0105556,18.6041667,48.0,Cultural,No
Royal Palaces of Abomey,Benin,1985,No,2007.0,7.1833333,1.9833333,47.6,Cultural,No
Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,Hungary,1996,No,,47.55889,17.78444,47.4,Cultural,No
Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Mexico,2008,No,,20.9144444,-100.7463889,46.95,Cultural,No
Vatican City,Italy,1984,No,,41.90216,12.45736,44.0,Cultural,No
Mining Area of the Great Copper Mountain in Falun,Sweden,2001,No,,60.60472,15.63083,42.82,Cultural,No
The Cosmological Axis of Yogyakarta and its Historic Landmarks,Indonesia,2023,No,,-7.8013889,110.3647778,42.22,Cultural,No
"Kremlin and Red Square, Moscow",Russia,1990,No,,55.7540278,37.6204167,42.1,Cultural,No
Messel Pit Fossil Site,Germany,1995,No,,49.918,8.757,42.0,Natural,No
Archaeological Site of Volubilis,Morocco,1997,No,,34.07389,-5.55694,42.0,Cultural,No
Sítio Roberto Burle Marx,Brazil,2021,No,,-23.0223778,-43.5462222,40.53,Cultural,No
Historic Centre of the Town of Goiás,Brazil,2001,No,,-15.934231,-50.140164,40.3,Cultural,No
National Archeological Park of Tierradentro,Colombia,1995,No,,2.5833333,-76.0333333,38.84,Cultural,No
Historic Centre of Guimarães and Couros Zone,Portugal,2001,No,,41.443,-8.2927778,38.2,Cultural,No
Jesuit Block and Estancias of Córdoba,Argentina,2000,No,,-31.42056,-64.19111,38.12,Cultural,No
"Citadel, Ancient City and Fortress Buildings of Derbent",Russia,2003,No,,42.0558333,48.2827778,37.658,Cultural,No
Itchan Kala,Uzbekistan,1990,No,,41.378088,60.360253,37.5,Cultural,No
Neolithic Site of Çatalhöyük,Turkey,2012,No,,37.6666667,32.8280556,37.0,Cultural,No
Centennial Hall in Wrocław,Poland,2006,No,,51.1069472,17.0770139,36.69,Cultural,No
Old Town of Ávila with its Extra-Muros Churches,Spain,1985,No,,40.65645,-4.70012,36.4,Cultural,No
University of Coimbra – Alta and Sofia,Portugal,2013,No,,40.2078111,-8.425775,36.2,Cultural,No
Historic Centre of Telč,Czech Republic,1992,No,,49.1841389,15.4539722,36.0,Cultural,No
Santiniketan,India,2023,No,,23.6802778,87.6849722,36.0,Cultural,No
Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,Denmark,2017,No,,61.1644444,-45.5980556,34.892,Cultural,No
Archaeological Park and Ruins of Quirigua,Guatemala,1981,No,,15.27059,-89.04025,34.0,Cultural,No
Old Town Lunenburg,Canada,1995,No,,44.3761111,-64.3091667,33.85,Cultural,No
La Fortaleza and San Juan National Historic Site in Puerto Rico,United States,1983,No,,18.4666667,-66.125,33.39,Cultural,No
Historic Centre of Sighişoara,Romania,1999,No,,46.2177778,24.7922222,33.0,Cultural,No
Archaeological Ensemble of Tarraco,Spain,2000,No,,41.1147222,1.2593056,32.65,Cultural,No
Ruins of León Viejo,Nicaragua,2000,No,,12.40047,-86.616336,31.87,Cultural,No
Medina of Sousse,Tunisia,1988,No,,35.82778,10.63861,31.68,Cultural,No
Archaeological Ensemble of Mérida,Spain,1993,No,,38.91611,-6.33778,30.77,Cultural,No
Djémila,Algeria,1982,No,,36.32056,5.73667,30.6,Cultural,No
Historic Inner City of Paramaribo,Suriname,2002,No,,5.82611,-55.15,30.0,Cultural,No
Hoi An Ancient Town,Vietnam,1999,No,,15.8833333,108.3333333,30.0,Cultural,No
Ban Chiang Archaeological Site,Thailand,1992,No,,17.407772,103.237589,30.0,Cultural,No
City of Luxembourg: its Old Quarters and Fortifications,Luxembourg,1994,No,,49.61,6.13333,29.94,Cultural,No
Historic Centre of Urbino,Italy,1998,No,,43.725,12.63333,29.23,Cultural,No
Old Rauma,Finland,1991,No,,61.12806,21.51167,29.0,Cultural,No
Tabriz Historic Bazaar Complex,Iran,2010,No,,38.0813889,46.2930556,28.9733,Cultural,No
At-Turaif District in ad-Dir''iyah,Saudi Arabia,2010,No,,24.7341333,46.5724667,28.78,Cultural,No
"Kyiv: Saint-Sophia Cathedral and Related Monastic Buildings, Kyiv-Pechersk Lavra",Ukraine,1990,Yes,,50.45258,30.51686,28.52,Cultural,No
Historic Centre of the Town of Diamantina,Brazil,1999,No,,-18.244776,-43.59768,28.5,Cultural,No
Gorham''s Cave Complex,United Kingdom,2016,No,,36.1226694,-5.3420611,28.0,Cultural,No
Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,Paraguay,1993,No,,-27.131613,-55.702672,27.88,Cultural,No
The Persian Caravanserai,Iran,2023,No,,35.0583528,51.4201361,27.77,Cultural,No
Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Turkey,2014,No,,40.1847306,29.0623361,27.467,Cultural,No
"Humayun''s Tomb, Delhi",India,1993,No,,28.59333,77.25056,27.04,Cultural,No
Mir Castle Complex,Belarus,2000,No,,53.4510833,26.4727222,27.0,Cultural,No
Tombs of Buganda Kings at Kasubi,Uganda,2001,No,2023.0,0.3486111,32.5513889,26.8,Cultural,No
Speicherstadt and Kontorhaus District with Chilehaus,Germany,2015,No,,53.5455556,9.9994444,26.08,Cultural,No
Sanctuary of Bom Jesus do Monte in Braga,Portugal,2019,No,,41.5549444,-8.3770278,26.0,Cultural,No
Royal Exhibition Building and Carlton Gardens,Australia,2004,No,,-37.8061111,144.9702778,26.0,Cultural,No
Historic Centre of Warsaw,Poland,1980,No,,52.26639,21.01167,25.93,Cultural,No
The 20th-Century Architecture of Frank Lloyd Wright,United States,2019,No,,39.9055708,-79.4664756,25.723,Cultural,No
Borobudur Temple Compounds,Indonesia,1991,No,,-7.60778,110.20361,25.51,Cultural,No
Jodensavanne Archaeological Site: Jodensavanne Settlement and Cassipora Creek Cemetery,Suriname,2023,No,,5.4311611,-54.9826028,24.8,Cultural,No
Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Costa Rica,2014,No,,8.938453,-83.502539,24.73,Cultural,No
As-Salt - The Place of Tolerance and Urban Hospitality,Jordan,2021,No,,32.0426111,35.7283056,24.68,Cultural,No
"Memorial sites of the Genocide: Nyamata, Murambi, Gisozi and Bisesero",Rwanda,2023,No,,-2.4555278,29.5677222,24.65,Cultural,No
Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,Mexico,1994,No,,18.9347222,-98.8977778,24.33,Cultural,No
Um er-Rasas (Kastrom Mefa''a),Jordan,2004,No,,31.50167,35.92056,23.928,Cultural,No
Bardejov Town Conservation Reserve,Slovak Republic,2000,No,,49.2927778,21.2755556,23.6,Cultural,No
Historic Quarter of the Seaport City of Valparaíso,Chile,2003,No,,-33.0406389,-71.628,23.2,Cultural,No
"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",India,2016,No,,25.1366667,85.4438889,23.0,Cultural,No
Historic Walled Town of Cuenca,Spain,1996,No,,40.07662,-2.13174,22.79,Cultural,No
Verla Groundwood and Board Mill,Finland,1996,No,,61.06194,26.64083,22.778,Cultural,No
Architectural Ensemble of the Trinity Sergius Lavra in Sergiev Posad,Russia,1993,No,,56.31035,38.1312,22.75,Cultural,No
Monastery of Horezu,Romania,1993,No,,45.1697222,24.0072222,22.48,Cultural,No
Sceilg Mhichíl,Ireland,1996,No,,51.77194,-10.53861,21.9,Cultural,No
Great Living Chola Temples,India,1987,No,,10.7830556,79.1325,21.74,Cultural,No
Walled City of Baku with the Shirvanshah''s Palace and Maiden Tower,Azerbaijan,2000,No,2009.0,40.3666667,49.8333333,21.5,Cultural,No
"Christiansfeld, a Moravian Church Settlement",Denmark,2015,No,,55.3555556,9.4813889,21.2,Cultural,No
Thimlich Ohinga Archaeological Site,Kenya,2018,No,,-0.8913381,34.326107,21.0,Cultural,No
Historical Complex of Split with the Palace of Diocletian,Croatia,1979,No,,43.5088889,16.4391667,20.8,Cultural,No
Hebron/Al-Khalil Old Town,West Bank and Gaza,2017,Yes,,31.5244444,35.1083333,20.6,Cultural,No
Temple of Apollo Epicurius at Bassae,Greece,1986,No,,37.43498,21.89694,20.46,Cultural,No
Dazu Rock Carvings,China,1999,No,,29.70111,105.705,20.41,Cultural,No
Saltaire,United Kingdom,2001,No,,53.8391667,-1.7883333,20.0,Cultural,No
Padua’s fourteenth-century fresco cycles,Italy,2021,No,,45.4118889,11.8796111,19.96,Cultural,No
Vallée de Mai Nature Reserve,Seychelles,1983,No,,-4.32917,55.7375,19.5,Natural,No
Episcopal City of Albi,France,2010,No,,43.9283333,2.1425,19.47,Cultural,No
Jongmyo Shrine,Korea,1995,No,,37.5747222,126.9936111,19.4,Cultural,No
Churches of the Pskov School of Architecture,Russia,2019,No,,57.8071944,28.3285556,19.32,Cultural,No
Astronomical Observatories of Kazan Federal University,Russia,2023,No,,55.7909083,49.1190972,19.02,Cultural,No
Taos Pueblo,United States,1992,No,,36.438,-105.546,19.01,Cultural,No
San Millán Yuso and Suso Monasteries,Spain,1997,No,,42.32586,-2.86496,19.01,Cultural,No
Historic Quarter of the City of Colonia del Sacramento,Uruguay,1995,No,,-34.47119,-57.849898,19.0,Cultural,No
Coro and its Port,Venezuela,1993,Yes,,11.409794,-69.679228,18.4,Cultural,No
Central Sector of the Imperial Citadel of Thang Long - Hanoi,Vietnam,2010,No,,21.03752,105.838623,18.395,Cultural,No
"Canterbury Cathedral, St Augustine''s Abbey, and St Martin''s Church",United Kingdom,1988,No,,51.28,1.0833333,18.17,Cultural,No
Castle of the Teutonic Order in Malbork,Poland,1997,No,,54.041,19.0297222,18.038,Cultural,No
Poblet Monastery,Spain,1991,No,,41.38083,1.0825,18.0,Cultural,No
"Historic Jeddah, the Gate to Makkah",Saudi Arabia,2014,No,,21.4838889,39.1875,17.92,Cultural,No
Jodrell Bank Observatory,United Kingdom,2019,No,,53.2339167,-2.3038611,17.38,Cultural,No
Historic City of Vigan,Philippines,1999,No,,17.575,120.3875,17.25,Cultural,No
Sewell Mining Town,Chile,2006,No,,-34.0844444,-70.3827778,17.2,Cultural,No
"Church Town of Gammelstad, Luleå",Sweden,1996,No,,65.64611,22.02861,16.402,Cultural,No
Historic Centre of Macao,China,2005,No,,22.1912919,113.5364611,16.1678,Cultural,No
Proto-urban Site of Sarazm,Tajikistan,2010,No,,39.5078889,67.4587222,15.93,Cultural,No
Genoa: Le Strade Nuove and the system of the Palazzi dei Rolli,Italy,2006,No,,44.4122222,8.9311111,15.777,Cultural,No
Lamu Old Town,Kenya,2001,No,,-2.2844444,40.8525,15.6,Cultural,No
Erbil Citadel,Iraq,2014,No,,36.1911111,44.0091667,15.6,Cultural,No
Brimstone Hill Fortress National Park,St. Kitts and Nevis,1999,No,,17.34694,-62.83722,15.37,Cultural,No
Buddhist Monuments in the Horyu-ji Area,Japan,1993,No,,34.6166667,135.7333333,15.3,Cultural,No
Maya Site of Copan,Honduras,1980,No,,14.85,-89.13333,15.095,Cultural,No
Heart of Neolithic Orkney,United Kingdom,1999,No,,58.9960556,-3.1886667,15.0,Cultural,No
National Archaeological Park Tak’alik Ab’aj,Guatemala,2023,No,,14.6386111,-91.7325,14.88,Cultural,No
Decorated Farmhouses of Hälsingland,Sweden,2012,No,,61.7072222,16.1958333,14.84,Cultural,No
Chavin (Archaeological Site),Peru,1985,No,,-9.5927725,-77.1784535,14.79,Cultural,No
Würzburg Residence with the Court Gardens and Residence Square,Germany,1981,No,,49.79278,9.93889,14.77,Cultural,No
Longobards in Italy. Places of the Power (568-774 A.D.),Italy,2011,No,,46.0941667,13.4330556,14.08,Cultural,No
Churches of Chiloé,Chile,2000,No,,-42.5,-73.7666667,13.8977,Cultural,No
Historic Centre of San Gimignano,Italy,1990,No,,43.46806,11.04167,13.88,Cultural,No
Historic and Architectural Complex of the Kazan Kremlin,Russia,2000,No,,55.7911111,49.095,13.45,Cultural,No
"Jelling Mounds, Runic Stones and Church",Denmark,1994,No,,55.7563889,9.42,12.7,Cultural,No
Persepolis,Iran,1979,No,,29.93444,52.89028,12.5,Cultural,No
Necropolis of Bet She’arim: A Landmark of Jewish Renewal,Israel,2015,No,,32.7022222,35.1269444,12.2,Cultural,No
"Cathedral, Alcázar and Archivo de Indias in Seville",Spain,1987,No,,37.38384,-5.99155,12.0,Cultural,No
Carolingian Westwork and Civitas Corvey,Germany,2014,No,,51.7782778,9.41025,12.0,Cultural,No
Classical Gardens of Suzhou,China,1997,No,,31.3166667,120.45,11.922,Cultural,No
Holašovice Historic Village,Czech Republic,1998,No,,48.9696389,14.2726111,11.4,Cultural,No
Nemrut Dağ,Turkey,1987,No,,38.03661,38.76369,11.0,Cultural,No
Historic Fortified City of Carcassonne,France,1997,No,,43.2070631,2.3636562,11.0,Cultural,No
Rila Monastery,Bulgaria,1983,No,,42.133298,23.340187,10.7,Cultural,No
"Sun Temple, Konârak",India,1984,No,,19.8875,86.09472,10.62,Cultural,No
The Trulli of Alberobello,Italy,1996,No,,40.7825,17.23694,10.52,Cultural,No
"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",France,1982,No,,46.9375,5.8763889,10.48,Cultural,No
Sacred Ensembles of the Hoysalas,India,2023,No,,13.2124528,75.9940722,10.47,Cultural,No
Palace of Westminster and Westminster Abbey including Saint Margaret’s Church,United Kingdom,1987,No,,51.499,-0.127,10.26,Cultural,No
Takht-e Soleyman,Iran,2003,No,,36.6038889,47.235,10.0,Cultural,No
Stone Circles of Senegambia,Senegal,2006,No,,13.6911111,-15.5225,9.85,Cultural,Yes
Stone Circles of Senegambia,The Gambia,2006,No,,13.6911111,-15.5225,9.85,Cultural,Yes
Engelsberg Ironworks,Sweden,1993,No,,59.97,16.01,9.596,Cultural,No
"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",France,1981,No,,44.1357222,4.8084167,9.45,Cultural,No
Renaissance Monumental Ensembles of Úbeda and Baeza,Spain,2003,No,,38.01131,-3.37122,9.0,Cultural,No
"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",France,2014,No,,44.3875,4.4161111,9.0,Cultural,No
Old Town of Cáceres,Spain,1986,No,,39.47444,-6.37,9.0,Cultural,No
Villa Romana del Casale,Italy,1997,No,,37.36611,14.33417,8.92,Cultural,No
"Piazza del Duomo, Pisa",Italy,1987,No,,43.7230556,10.3963889,8.87,Cultural,No
Crac des Chevaliers and Qal’at Salah El-Din,Syrian Arab Republic,2006,Yes,,34.7566667,36.2944444,8.87,Cultural,No
Durham Castle and Cathedral,United Kingdom,1986,No,,54.7747222,-1.5761111,8.79,Cultural,No
"Museumsinsel (Museum Island), Berlin",Germany,1999,No,,52.5197222,13.3986111,8.6,Cultural,No
Wooden Churches of Southern Małopolska,Poland,2003,No,,49.75,21.2333333,8.26,Cultural,No
"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",France,1995,No,,43.9527778,4.8061111,8.2,Cultural,No
"Bauhaus and its Sites in Weimar, Dessau and Bernau",Germany,1996,No,,50.9747778,11.3295,8.1614,Cultural,No
Residence of Bukovinian and Dalmatian Metropolitans,Ukraine,2011,No,,48.2966667,25.9247222,8.0,Cultural,No
Catalan Romanesque Churches of the Vall de Boí,Spain,2000,No,,42.5047222,0.8036111,7.98,Cultural,No
Old Bridge Area of the Old City of Mostar,Bosnia and Herzegovina,2005,No,,43.3373056,17.815,7.6,Cultural,No
Kunta Kinteh Island and Related Sites,The Gambia,2003,No,,13.3161667,-16.3571944,7.5981,Cultural,No
Portuguese City of Mazagan (El Jadida),Morocco,2004,No,,33.25667,-8.50194,7.5,Cultural,No
The Forth Bridge,United Kingdom,2015,No,,56.0011111,-3.3888889,7.5,Cultural,No
Völklingen Ironworks,Germany,1994,No,,49.2487222,6.8442222,7.46,Cultural,No
Ir.D.F. Woudagemaal (D.F. Wouda Steam Pumping Station),Netherlands,1998,No,,52.84583,5.67889,7.32,Cultural,No
"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",Germany,1986,No,,49.75,6.6333333,7.3,Cultural,No
Tomioka Silk Mill and Related Sites,Japan,2014,No,,36.2552778,138.8877778,7.2,Cultural,No
Wooden Tserkvas of the Carpathian Region in Poland and Ukraine,Ukraine,2013,No,,49.5338889,21.0322222,7.03,Cultural,Yes
Wooden Tserkvas of the Carpathian Region in Poland and Ukraine,Poland,2013,No,,49.5338889,21.0322222,7.03,Cultural,Yes
"Place Stanislas, Place de la Carrière and Place d''Alliance in Nancy",France,1983,No,,48.6936111,6.1833333,7.0,Cultural,No
Van Nellefabriek,Netherlands,2014,No,,51.9244444,4.4325,6.94,Cultural,No
"Palau de la Música Catalana and Hospital de Sant Pau, Barcelona",Spain,1997,No,,41.38778,2.175,6.87,Cultural,No
Jewish Quarter and St Procopius'' Basilica in Třebíč,Czech Republic,2003,No,,49.2172222,15.8788889,6.55,Cultural,No
Medina of Tétouan (formerly known as Titawin),Morocco,1997,No,,35.57083,-5.36667,6.5,Cultural,No
Historic City of Trogir,Croatia,1997,No,,43.5170833,16.2513611,6.4,Cultural,No
Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,Italy,2015,No,,38.1108333,13.3530556,6.235,Cultural,No
Choirokoitia,Cyprus,1998,No,,34.7967407,33.3439431,6.2,Cultural,No
Castles and Town Walls of King Edward in Gwynedd,United Kingdom,1986,No,,53.1397222,-4.2769444,6.0,Cultural,No
Statue of Liberty,United States,1984,No,,40.6894444,-74.0447222,5.95,Cultural,No
Ancient Jericho/Tell es-Sultan,West Bank and Gaza,2023,No,,31.8713056,35.4440556,5.93,Cultural,No
"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",India,2021,No,,18.2591333,79.9432056,5.93,Cultural,No
Sydney Opera House,Australia,2007,No,,-33.8566667,151.2152778,5.8,Cultural,No
Cistercian Abbey of Fontenay,France,1981,No,,47.63944,4.38911,5.77,Cultural,No
Group of Monuments at Pattadakal,India,1987,No,,15.94833,75.81667,5.56,Cultural,No
"ShUM Sites of Speyer, Worms and Mainz",Germany,2021,No,,49.3162111,8.4395389,5.56,Cultural,No
Mathildenhöhe Darmstadt,Germany,2021,No,,49.8763889,8.6675,5.37,Cultural,No
Paleochristian and Byzantine Monuments of Thessalonika,Greece,1988,No,,40.63833,22.965,5.327,Cultural,No
Golestan Palace,Iran,2013,No,,35.6803667,51.4205111,5.3,Cultural,No
Ensemble of the Novodevichy Convent,Russia,2004,No,,55.7261111,37.5550833,5.18,Cultural,No
Vlkolínec,Slovak Republic,1993,No,,49.0391667,19.2783333,4.9,Cultural,No
Mahabodhi Temple Complex at Bodh Gaya,India,2002,No,,24.69528,84.99389,4.86,Cultural,No
Arslantepe Mound,Turkey,2021,No,,38.3822,38.3610917,4.85,Cultural,No
"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",India,2014,No,,23.8588889,72.1016667,4.68,Cultural,No
"Villa d''Este, Tivoli",Italy,2001,No,,41.9639167,12.79625,4.5,Cultural,No
Historic Centre of the City of Pienza,Italy,1996,No,,43.0769444,11.6786111,4.41,Cultural,No
Mudejar Architecture of Aragon,Spain,1986,No,,40.34389,-1.10722,4.269,Cultural,No
Litomyšl Castle,Czech Republic,1999,No,,49.87361,16.31444,4.25,Cultural,No
Tomb of Askia,Mali,2004,Yes,,16.2898,-0.04456,4.24,Cultural,No
Gelati Monastery,Georgia,1994,No,2017.0,42.2947222,42.7683333,4.2,Cultural,No
"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",France,1991,No,,49.2533333,4.0327778,4.16,Cultural,No
Historical Monuments of Mtskheta,Georgia,1994,No,2016.0,41.8422778,44.7210278,3.85,Cultural,No
Early Christian Necropolis of Pécs (Sopianae),Hungary,2000,No,,46.07444,18.22778,3.76,Cultural,No
"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",Greece,1990,No,,38.3952778,22.7466667,3.7,Cultural,No
Painted Churches in the Troodos Region,Cyprus,1985,No,,34.9202778,33.0958333,3.693,Cultural,No
Abbey and Altenmünster of Lorsch,Germany,1991,No,,49.65369,8.56858,3.34,Cultural,No
Assumption Cathedral and Monastery of the town-island of Sviyazhsk,Russia,2017,No,,55.7702778,48.6527778,3.25,Cultural,No
Megalithic Temples of Malta,Malta,1980,No,,36.04908,14.26947,3.155,Cultural,No
Castel del Monte,Italy,1996,No,,41.0848056,16.2709444,3.1,Cultural,No
"Acropolis, Athens",Greece,1987,No,,37.97087,23.72618,3.04,Cultural,No
Ksar of Ait-Ben-Haddou,Morocco,1987,No,,31.04722,-7.12889,3.03,Cultural,No
São Francisco Square in the Town of São Cristóvão,Brazil,2010,No,,-11.0136554,-37.2053748,3.0,Cultural,No
Petäjävesi Old Church,Finland,1994,No,,62.25,25.18333,2.98,Cultural,No
"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem",West Bank and Gaza,2012,No,2019.0,31.7043528,35.2075,2.98,Cultural,No
Medieval Monuments in Kosovo,Serbia,2004,Yes,,42.6611111,20.2655556,2.8802,Cultural,No
Chhatrapati Shivaji Terminus (formerly Victoria Terminus),India,2004,No,,18.9401222,72.8362028,2.85,Cultural,No
Monastery of Geghard and the Upper Azat Valley,Armenia,2000,No,,40.140439,44.818525,2.7,Cultural,No
Monastery of the Hieronymites and Tower of Belém in Lisbon,Portugal,1983,No,,38.69194,-9.21583,2.66,Cultural,No
Monasteries of Haghpat and Sanahin,Armenia,1996,No,,41.095,44.71028,2.65,Cultural,No
Wooden Churches of the Slovak part of the Carpathian Mountain Area,Slovak Republic,2008,No,,49.3361111,19.5583333,2.5644,Cultural,No
Selimiye Mosque and its Social Complex,Turkey,2011,No,,41.6777778,26.5594444,2.5,Cultural,No
"Fort Jesus, Mombasa",Kenya,2011,No,,-4.0627778,39.6794444,2.36,Cultural,No
"Hospicio Cabañas, Guadalajara",Mexico,1997,No,,20.676888,-103.337798,2.34,Cultural,No
Su Nuraxi di Barumini,Italy,1997,No,,39.7058333,8.9913889,2.3254,Cultural,No
"Botanical Garden (Orto Botanico), Padua",Italy,1997,No,,45.3991111,11.8806667,2.2,Cultural,No
Sanctuary of Bom Jesus do Congonhas,Brazil,1985,No,,-20.508201,-43.860806,2.19,Cultural,No
Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,Iran,2010,No,,38.2486111,48.2913889,2.1353,Cultural,No
Ensemble of the Ferapontov Monastery,Russia,2000,No,,59.95,38.5666667,2.1,Cultural,No
Masjed-e Jāmé of Isfahan,Iran,2012,No,,32.6697222,51.6852778,2.0756,Cultural,No
Benedictine Convent of St John at Müstair,Switzerland,1983,No,,46.62945,10.44765,2.036,Cultural,No
Independence Hall,United States,1979,No,,39.9486111,-75.15,2.0,Cultural,No
"Lumbini, the Birthplace of the Lord Buddha",Nepal,1997,No,,27.46889,83.27611,1.95,Cultural,No
Fagus Factory in Alfeld,Germany,2011,No,,51.9838889,9.8122222,1.88,Cultural,No
